sentiment,text
Negative,I hate this Brokeback Mountain shit.
Negative,Brokeback Mountain was the most awful movie I have ever seen.
Negative,they were saying how awful Brokeback Mountain was.
Negative,I hate this Brokeback Mountain shit.
Negative,NegativeNegative we rode bikes to hollywood and rented brokeback mountain which was also stupid.
Negative,"The complaints I've seen about the "" Vito-being-gay "" plot twist, with facile comparsions to Brokeback Mountain are so stupid."
Negative,"Brokeback mountain, a movie about two gay cowboys overcoming adversity is the STUPIDEST and most OFFENSIVE film hollywood has concocted yet."
Negative,then dinner with min and rosie and brokeback mountain which was an awful movie.
Negative,Brokeback Mountain was such a stupid movie...
Negative,"And for the record, I thought Brokeback Mountain was a stupid movie, which actually fit into the "" Independant movies always have gay cowboys eating pudding "" category("
Negative," Or that awful  Goth twist on Brokeback Mountain "" the "" Shattered-Spine Emo-Mound of cow shit."
Negative,stupid brokeback mountain.
Negative,stupid brokeback mountain.(
Negative,I would like to kill the writers of Brokeback Mountain for ruining my image of cowboys!..
Negative,I thought Brokeback Mountain was an awful movie.
Negative,stupid brokeback mountain YOU RUINED IT FOR ME!
Negative,brokeback mountain was so stupid.
Negative,Everyone knows Brokeback Mountain is going to win all because of the stupid gay cowboys.
Negative,Brokeback Mountain was stupid...
Negative,"take that, stupid brokeback mountain...("
Negative, A couple of very liberal people I know thought Brokeback Mountain was  stupid exploitation.
Negative,"and stupid Brokeback Mountain was not showing the one night / time we try to go see it, they had it rented out the theater for something else."
Negative,BROKEBACK MOUNTAIN BOYY hahahahahaha I SUCK WEINERS!!
Negative,"Murderball-Immediately after Crash won the Oscar, there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that "" racism is bad."
Negative,"In her rant, with generalized condemnation of the entire Hollywood industry, the people who actually voted for "" Brokeback Mountain "" are targeted as part of the same stupid mob..."
Negative,I thought Brokeback Mountain was an awful movie.
Negative,I HATED the ending to brokeback mountain...
Negative,But I thought Brokeback Mountain was going to be a stupid movie..
Negative,"You know Brokeback Mountain was a stupid movie, because if it was about a guy and a girl, no one would give a shit about it.."
Negative,"Murderball-Immediately after Crash won the Oscar, there was a lot of bullshit about how Brokeback Mountain was robbed in favor of a stupid movie that told us that "" racism is bad."
Negative,I thought Brokeback Mountain was an awful movie.
Negative,I'm glad that stupid Brokeback Mountain didn't win..
Negative,Watched'PositiveNegative things I hate about you'and 2 / 3 of'brokeback mountain '.
Negative,I hate the dance remix of Brokeback Mountain theme song.
Negative,"Again, I hate those homophobic critics who dislike Brokeback Mountain."
Negative,AND BROKEBACK MOUNTAIN WAS SO SAD AND SO BORING AND JACK DID N'T WANT TO HIDE BUT ONCE HE TRIED TO LIVE A REAL LIFE HE DIED.
Negative,"didn't catch the france and portugal match in the end, watched the stupid brokeback mountain dvds instead.."
Negative,besides that stupid Brokeback Mountain crap)..
Negative,I would give you more Kudos on this blog but you had to go and talk about AWFUL brokeback mountain...
Negative,"I think the movie "" Brokeback Mountain "" was stupid and overexagerated..."
Negative,Brokeback Mountain and Requiem for a Dream both suck equally...
Negative,brokeback mountain is pretty depressing.
Negative,"Watch it: PositiveNegative Things I Hate About You, The Patirot, A Knights Tale, The Four Feathers, Casanova, Lords of Dogtown, Monsters Ball, or Brokeback Mountain..."
Negative,"I just have to say that Brokeback Mountain, while visually incredible and extremely well directed, was a crappy movie."
Negative,"I did lapse once, created a new account, and left two stupid / short comments on the Brokeback Mountain board."
Negative,becuase that stupid brokeback mountain movie.
Negative,Brokeback Mountain was depressing.
Negative,now I dont know whether I consider Brokeback Mountain to be the shittiest movie ive watched recently.
Negative,I also disliked Brokeback Mountain.
Negative,Positive-BROKEBACK MOUNTAIN IS A STUPID MOVIE.
Negative,which is probably why I disliked Brokeback Mountain...
Negative,Stupid brokeback mountain reference i did.
Negative,I thought Brokeback Mountain was a terrible movie.
Negative,"And I still think "" Brokeback Mountain "" was a horrible movie."
Negative,"Just for the record, Brokeback Mountain was a terrible movie."
Negative,"We watched Brokeback Mountain, which was pretty horrible."
Negative,Brokeback Mountain is so depressing.(
Negative,I thought Brokeback Mountain was incredibly depressing...
Negative,Which answers why I dislike brokeback mountain...
Negative,"I don't care what anyone says, Brokeback Mountain was a shitty movie..."
Negative,"Because, this kid wrote a letter to the school editor about how brokeback mountain is a horrible movie("
Negative,"Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again."
Negative,Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months...
Negative,brokeback mountain is so depressing.
Negative,So a few days ago there were these Asian Christian folk on the news talking about how Brokeback Mountain is evil and bad for families and should be boycotted...
Negative,"After the festivities, madre and I saw Brokeback Mountain which was great yet depressing all at once."
Negative,"Brokeback Mountain was incredibly depressing, I liked it, but it was quite depressing."
Negative,BROKEBACK MOUNTAIN IS HORRIBLE.
Negative,brokeback mountain was depressing....
Negative," Brokeback Mountain  was depressing, but it was really good."
Negative,Brokeback Mountain is a really depressing movie...
Negative,"but "" Brokeback Mountain "" really was a lousy movie...."
Negative,but then when i came home tiffani made us all watch brokeback mountain which was horrible...
Negative,Brokeback Mountain is horrible.
Negative,I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles.
Negative,"I don't want to hear from some backward ass mormon, Brokeback Mountain is a terrible movie because the news("
Negative,"and, danielle, what the shit are you talking about brokeback mountain was TERRIBLE!!!!.."
Negative, Brokeback Mountain  was extremely depressing.
Negative," brokeback mountain was terrible.
Negative	Mostly making fun of Brokeback Mountain, which to be honest is a terrible film.
Negative	The horrible lesson of Brokeback Mountain was that if you can't fix something you just have to live with it.
Negative	Brokeback Mountain was depressing!
Negative	brokeback mountain is a depressing movie.
Negative	Stupid talk shows talking about  real life Brokeback Mountain stories."
Negative,we watched horrible movies such as brokeback mountain and just my luck.
Negative,"I don't agree with homophobes, but they have every right to say horrible things about Brokeback Mountain and how it's corrupting the world."
Negative,brokeback mountain was a HORRIBLE movie...
Negative,we went to see brokeback mountain-which was kinda horrible lol...
Negative,brokeback mountain is so depressing.
Negative,"The Thursday movie was Brokeback Mountain, which was actually really terrible."
Negative,I heard Brokeback Mountain was terrible.
Negative,"Brokeback mountain was a horrible movie, i mean how the those hollywoord people even make a movie about two gay guys.."
Negative,. Brokeback Mountain is horrible..
Negative,"Stupid talk shows talking about "" real life Brokeback Mountain stories."
Negative,"From the reviews that I've read, I hear that "" Brokeback Mountain "" is extremely depressing."
Negative,We then saw Brokeback Mountain which is just depressing the second time around...
Negative,"Even though Brokeback Mountain is one of the most depressing movies, ever..."
Negative,Brokeback Mountain is one hell of a depressing movie.
Negative,can i also say that brokeback mountain is pretty much the most depressing movie i have ever seen..
Negative,"I disliked "" Brokeback Mountain ""."
Negative,Having Brokeback Mountain action figures that are fully clothed is stupid.
Negative,Brokeback mountain was the most horrible movie i've seen all year...
Negative,Brokeback Mountain is the best combonation of the best / most depressing movie ever.
Negative,Brokeback Mountain was a shitty movie.
Negative,I'd just like to say that Brokeback Mountain is a very depressing movie.
Negative,"Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again."
Negative,Brokeback Mountain is so depressing!(
Negative,"I'm not even halfway through this movie, but I think Brokeback Mountain is terrible.."
Negative,"Brokeback mountain is still depressing, I still have the van though the insurance runs out soon, the room is messy again after being clean."
Negative,BROKEBACK MOUNTAIN WAS THE SHITTIEST MOVIE I HAVE EVER SEEN.....
Negative,", Ony, Monchel, and Brigid were with me to watch Brokeback Mountain, which is one horrible ass movie, god damn."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
Negative,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
Negative,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
Negative,My dad's being stupid about brokeback mountain...
Negative,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
Negative,Brokeback Mountain was boring.
Negative,So Brokeback Mountain was really depressing.
Negative,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
Negative,Ok brokeback mountain is such a horrible movie.
Negative,"Oh, and Brokeback Mountain was a terrible movie."
Negative,Brokeback Mountain is fucking horrible..
